SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,DATE,TOTALTRADES,ISIN
NEXTMEDIA,EQ,6.45,6.6,6.1,6.25,6.3,6.3,79958,515515,2021-06-16,153,INE747B01016
NFL,EQ,67.25,71.3,66.05,69.85,69.4,67.25,15921571,1100950351,2021-06-16,54780,INE870D01012
NH,EQ,483.6,484.55,470,474.4,474,482.75,268785,128051945.5,2021-06-16,7450,INE410P01011
NHAI,N1,1083.5,1084.75,1082.02,1083,1083,1082.56,3448,3733921.09,2021-06-16,46,INE906B07CA1
NHAI,N2,1270.3,1272.69,1269,1269,1269,1262.33,1157,1469739.35,2021-06-16,82,INE906B07CB9
NHAI,N4,1167.9,1167.9,1167.9,1167.9,1167.9,1172,40,46716,2021-06-16,5,INE906B07DD3
NHAI,N6,1286,1287,1286,1287,1287,1287.1,70,90030,2021-06-16,6,INE906B07DF8
NHAI,NA,1242,1242,1240.35,1240.4,1240.4,1240.97,395,490063,2021-06-16,10,INE906B07EJ8
NHAI,ND,1282.92,1282.92,1282.92,1282.92,1282.92,1275.6,809,1037882.28,2021-06-16,1,INE906B07EO8
NHAI,NE,1283.9,1283.9,1276,1276,1276,1276.01,444,566575.9,2021-06-16,5,INE906B07EP5
NHBTF2014,N2,6518.16,6518.16,6518.16,6518.16,6518.16,6480,578,3767496.48,2021-06-16,1,INE557F07090
NHBTF2014,N4,5800,5800,5800,5800,5800,5637.1,16,92800,2021-06-16,2,INE557F07116
NHBTF2014,N5,6500,6500,6500,6500,6500,6500,3,19500,2021-06-16,1,INE557F07124
NHBTF2014,N6,7255,7255,7245,7254.95,7254.95,7256,60,435251.8,2021-06-16,12,INE557F07132
NHBTF2023,N6,6530,6530,6530,6530,6530,6547,2,13060,2021-06-16,1,INE557F07181
NHBTF2023,N7,7099.2,7099.2,7099.2,7099.2,7099.2,7248,1,7099.2,2021-06-16,1,INE557F07199
NHPC,EQ,27.25,27.25,26.8,27,27.05,27.1,5725598,154661294.3,2021-06-16,7558,INE848E01016
NHPC,N4,1134,1134,1113,1113,1113,1134,395,441735,2021-06-16,4,INE848E07542
NHPC,N6,1430.49,1430.49,1427,1430.14,1430.14,1431,280,400482.99,2021-06-16,9,INE848E07567
NIACL,EQ,170,176,168.55,174.1,174.25,165.9,3838708,667423469.5,2021-06-16,39762,INE470Y01017
NIBL,BE,22.35,22.35,21.45,21.65,21.8,22.35,11347,247668.9,2021-06-16,86,INE047O01014
NIFTYBEES,EQ,173.94,174.4,169.3,169.69,169.53,170.27,1152832,195723150.3,2021-06-16,15561,INF204KB14I2
NIITLTD,EQ,275.5,278,268.1,269.9,271,275.35,729477,199286675.9,2021-06-16,14411,INE161A01038
NILAINFRA,EQ,6.1,6.2,5.75,5.85,5.8,5.8,1018373,6106565.2,2021-06-16,1132,INE937C01029
NILASPACES,EQ,2.05,2.1,2,2.1,2.1,1.95,1892613,3949781.85,2021-06-16,1023,INE00S901012
NILKAMAL,EQ,2243.75,2249.95,2201,2208.4,2203,2232.55,12504,27675383.7,2021-06-16,1860,INE310A01015
NIPPOBATRY,EQ,1019.95,1019.95,980,983.35,980,992.85,2870,2837319.8,2021-06-16,316,INE567A01010
NIRAJ,EQ,42.6,47.5,41.8,45.05,45,42.6,118354,5382991.45,2021-06-16,1429,INE368I01016
NITCO,EQ,29.9,30.6,28.55,28.7,28.95,29.9,215028,6296038.6,2021-06-16,1242,INE858F01012
NITINFIRE,BZ,1.15,1.25,1.15,1.15,1.15,1.2,462562,535885.3,2021-06-16,200,INE489H01020
NITINSPIN,EQ,125.5,128.65,125.45,126.15,126,125.4,252787,32082132.4,2021-06-16,3558,INE229H01012
NITIRAJ,EQ,51.6,54.9,51.1,51.45,51.35,52.65,4009,207542.35,2021-06-16,149,INE439T01012
NKIND,BE,30.35,30.85,28,28,28,29.4,1519,44557.85,2021-06-16,26,INE542C01019
NLCINDIA,EQ,63.85,64.35,62.6,63,63,63.45,5270975,334505658,2021-06-16,22162,INE589A01014
NMDC,EQ,180.9,184.1,178.3,178.8,178.8,180.9,13943199,2519530161,2021-06-16,57212,INE584A01023
NOCIL,EQ,206.9,213.6,205.1,207.95,208.9,205.25,2371558,499148795.5,2021-06-16,26072,INE163A01018
NOIDATOLL,EQ,8.15,8.15,7.6,7.7,7.8,7.95,428129,3301434.2,2021-06-16,519,INE781B01015
NORBTEAEXP,EQ,7.5,7.5,7.35,7.35,7.35,7.7,776,5771.65,2021-06-16,4,INE369C01017
NOVARTIND,EQ,929,964.75,900,906.2,905.05,924.1,162328,150398363.5,2021-06-16,7953,INE234A01025
NPBET,EQ,199,199,183.02,188.76,189,191.87,2322,440026.62,2021-06-16,105,INF277K010X4
NRAIL,EQ,231.7,244.3,229,234.7,233.9,230.1,195815,46715085.05,2021-06-16,5759,INE740D01017
NRBBEARING,EQ,131.3,134.85,127.5,129.85,130,129.9,703693,92208987,2021-06-16,10632,INE349A01021
NSIL,EQ,1755.25,1755.25,1721,1727.25,1727,1732.05,757,1313991.95,2021-06-16,132,INE023A01030
NTL,BE,1.35,1.35,1.35,1.35,1.35,1.3,11005,14856.75,2021-06-16,7,INE333I01036
NTPC,EQ,117.8,120.6,116.85,119.8,119,117.8,21585917,2567489185,2021-06-16,60336,INE733E01010
NTPC,N1,1170,1170,1170,1170,1170,1170,100,117000,2021-06-16,1,INE733E07JE0
NTPC,N3,1445.51,1445.51,1445.51,1445.51,1445.51,1532,19499,28185999.49,2021-06-16,2,INE733E07JG5
NTPC,N4,1143,1143,1142,1142,1142,1131.46,1685,1924613,2021-06-16,10,INE733E07JH3
NTPC,N6,1448,1448,1438,1444.75,1444.75,1440,1185,1714770,2021-06-16,7,INE733E07JJ9
NTPC,N7,13.5,13.8,13.5,13.79,13.8,13.74,34247,471522.77,2021-06-16,105,INE733E07JP6
NTPC,NB,1152.31,1152.33,1152.31,1152.33,1152.33,1152.11,86,99098.82,2021-06-16,2,INE733E07JU6
NUCLEUS,EQ,608,614.5,604.7,607.8,608,604.7,134790,82306907.8,2021-06-16,5999,INE096B01018
NURECA,EQ,1557.9,1575,1530,1546.25,1538,1551.75,34713,53939035.95,2021-06-16,2544,INE0DSF01015
NXTDIGITAL,EQ,489,495.95,489,494.4,494.7,493.7,2588,1277942.1,2021-06-16,270,INE353A01023
OAL,EQ,783,789.55,777,782.5,781.85,783.6,14879,11666274.75,2021-06-16,1683,INE959C01023
OBEROIRLTY,EQ,654.4,658.45,638.5,642.7,645,653,277889,179757838.8,2021-06-16,10000,INE093I01010
OCCL,EQ,1140,1140,1120,1125.1,1123,1123.55,6807,7680368.85,2021-06-16,845,INE321D01016
OFSS,EQ,3748.95,3748.95,3675.6,3701.25,3710,3749.35,54121,200489356.3,2021-06-16,5998,INE881D01027
OIL,EQ,152.5,153,146.55,147.45,147,149,2927734,436946814.1,2021-06-16,28382,INE274J01014
OILCOUNTUB,BE,7,7,7,7,7,7,430,3010,2021-06-16,2,INE591A01010
OLECTRA,EQ,186.2,194,184,185.45,186.35,185.7,371534,70185398.45,2021-06-16,7369,INE260D01016
OMAXAUTO,EQ,58.7,61.75,55.75,57.3,57.6,60.2,1058190,61948750.45,2021-06-16,14269,INE090B01011
OMAXE,EQ,84,84.4,82,82.7,82.55,83.75,144016,11993043.7,2021-06-16,1009,INE800H01010
OMINFRAL,EQ,27,28.8,26.55,26.85,26.65,26.8,299050,8193707.55,2021-06-16,1206,INE239D01028
OMKARCHEM,BE,10,10,9.15,10,10,9.55,24638,243077.95,2021-06-16,53,INE474L01016
ONEPOINT,BE,24.75,24.8,23.4,23.9,23.9,23.65,38086,928696.05,2021-06-16,253,INE840Y01011
ONGC,EQ,127,128.25,126.1,126.7,126.7,125.35,31654780,4023660252,2021-06-16,116004,INE213A01029
ONMOBILE,EQ,121.25,122.7,119.05,119.65,119.7,121.25,435746,52616879.3,2021-06-16,5265,INE809I01019
ONWARDTEC,BE,188.5,191.5,187,189.95,190,189.8,40811,7728790.2,2021-06-16,449,INE229A01017
OPTIEMUS,BE,130.7,132,127,127.4,128,128.55,20397,2617405.1,2021-06-16,492,INE350C01017
OPTOCIRCUI,BE,4.8,4.8,4.6,4.65,4.7,4.75,570138,2662537,2021-06-16,428,INE808B01016
ORBTEXP,EQ,69.3,73.5,69.3,70.8,70.85,69.9,73416,5282413.4,2021-06-16,1022,INE231G01010
ORCHPHARMA,EQ,1395,1400,1356.8,1366.55,1371,1353.95,2989,4104944.75,2021-06-16,636,INE191A01027
ORICONENT,EQ,24.85,25.3,24,24.2,24.25,24.85,119300,2913895.8,2021-06-16,483,INE730A01022
ORIENTABRA,EQ,26.35,27.1,26.1,26.25,26.3,26.25,73804,1952514.5,2021-06-16,660,INE569C01020
ORIENTALTL,EQ,9.6,10,9.5,9.6,9.75,9.85,47360,461193.75,2021-06-16,243,INE998H01012
ORIENTBELL,EQ,325,329,310.2,314.8,310.2,319.3,29144,9336772.25,2021-06-16,1628,INE607D01018
ORIENTCEM,EQ,134.7,136.75,133.75,134.65,134.75,133.75,292872,39621226.7,2021-06-16,3976,INE876N01018
ORIENTELEC,EQ,318.4,335,317.7,325.4,323.8,316.85,1937210,637260056.9,2021-06-16,42932,INE142Z01019
ORIENTHOT,EQ,39.8,39.8,38.5,38.7,38.9,39.25,110451,4301950.45,2021-06-16,1190,INE750A01020
ORIENTLTD,EQ,92.8,92.8,85.5,86.75,86.2,89.9,35105,3053924.9,2021-06-16,710,INE609C01024
ORIENTPPR,EQ,28.75,29.5,27.85,28.5,28.45,28.75,2977121,85296025.65,2021-06-16,5614,INE592A01026
ORIENTREF,EQ,309.35,311.9,304.05,304.9,304.55,308.35,83776,25640115.45,2021-06-16,4941,INE743M01012
ORISSAMINE,EQ,3335,3785.55,3250,3627,3612,3309.3,137084,490784156.8,2021-06-16,19640,INE725E01024
ORTEL,BZ,1.4,1.45,1.4,1.45,1.4,1.4,4302,6160.2,2021-06-16,51,INE849L01019
ORTINLAB,EQ,30.55,36.3,30.5,36.3,36.3,30.25,2708096,94154989,2021-06-16,9872,INE749B01020
OSIAHYPER,SM,173,173,173,173,173,173,400,69200,2021-06-16,1,INE06IR01013
OSWALAGRO,EQ,14.65,14.65,13.65,13.9,14.1,14.4,263099,3703266.4,2021-06-16,1217,INE142A01012
PAEL,BZ,8.35,8.5,7.8,8.15,8.15,8.15,2412,19800.9,2021-06-16,18,INE766A01018
PAGEIND,EQ,30055,30234.95,29800,29981.85,29846.1,30046.35,13469,403799332.4,2021-06-16,5959,INE761H01022
PAISALO,EQ,619,625,607.4,615.95,620,615.75,222710,137224101.6,2021-06-16,4599,INE420C01042
PALASHSECU,EQ,84.5,84.5,82,82.15,82,83.9,5018,413345.75,2021-06-16,96,INE471W01019
PALREDTEC,EQ,151.1,157.8,147.3,152.9,150.75,148.3,29616,4532448.9,2021-06-16,873,INE218G01033
PANACEABIO,EQ,390,394.25,383,385.9,384.8,390.3,175789,68032532.85,2021-06-16,5261,INE922B01023
PANACHE,EQ,64.05,66.75,61.2,61.7,61.3,64.05,76593,4859985.15,2021-06-16,1141,INE895W01019
PANAMAPET,EQ,243.5,250,243,246.55,246,241.95,554750,137410524,2021-06-16,13295,INE305C01029
PANSARI,SM,53,55,53,55,55,53,48000,2557800,2021-06-16,5,INE697V01011
PAR,SM,78,78,74,74,74,77.85,32000,2392100,2021-06-16,15,INE04LG01015
PARACABLES,EQ,13.15,13.4,12.9,12.9,12.9,13.1,692892,9023004.95,2021-06-16,2661,INE074B01023
PARAGMILK,EQ,147.1,150.5,141,142.05,142.4,146.1,1763830,257769057,2021-06-16,18957,INE883N01014
PARSVNATH,EQ,15.4,15.45,14.5,15.15,15.3,14.8,866759,13133874.35,2021-06-16,1300,INE561H01026
PARTYCRUS,SM,20.05,20.05,20.05,20.05,20.05,21.05,6000,120300,2021-06-16,3,INE06ZX01015
PATELENG,EQ,14.95,15.35,14.75,14.85,14.85,14.85,2207015,33177605.6,2021-06-16,2782,INE244B01030
PATINTLOG,EQ,29.05,29.05,27.5,27.55,27.55,28.1,68473,1908006,2021-06-16,596,INE529D01014
PATSPINLTD,BE,6.8,7.1,6.55,7.1,7.1,6.8,22673,159861.2,2021-06-16,69,INE790C01014
PAVNAIND,SM,198,198,174,177.1,177.1,173.5,10400,1909360,2021-06-16,13,INE07S101020
PBAINFRA,EQ,15,15,15,15,15,13.65,9836,147540,2021-06-16,26,INE160H01019
PCJEWELLER,EQ,27.35,28,27.05,27.25,27.2,27.15,2857177,78591325.2,2021-06-16,6662,INE785M01013
PDMJEPAPER,EQ,35.05,38.05,34.5,37,37.25,34.9,1888441,69011197.7,2021-06-16,9140,INE865T01018
PDSMFL,EQ,995,1020,971.6,974.7,975,971,4390,4285265,2021-06-16,358,INE111Q01013
PEARLPOLY,EQ,19.45,19.45,18.5,19,19,18.95,16025,301637.35,2021-06-16,190,INE844A01013
PEL,EQ,2233.85,2244,2191,2210.65,2207,2217.05,679546,1509983724,2021-06-16,34058,INE140A01024
PENIND,EQ,28.25,28.4,27.25,27.6,27.4,27.8,1495767,41624819.45,2021-06-16,4433,INE932A01024
PENINLAND,BE,12.25,12.25,11.7,12.25,12.25,11.7,555931,6738241.95,2021-06-16,757,INE138A01028
PERSISTENT,EQ,2540,2587,2511.35,2527.85,2530.1,2542.2,137918,353237678.8,2021-06-16,15168,INE262H01013
PETRONET,EQ,233.15,234.15,230.1,230.45,230.5,233.15,4553863,1054774643,2021-06-16,49571,INE347G01014
PFC,EQ,129,132.9,128.6,129.25,129.35,127.85,18689058,2439378753,2021-06-16,80571,INE134E01011
PFC,N1,1345,1345,1345,1345,1345,1345,359,482855,2021-06-16,1,INE134E07570
PFC,N2,1192.03,1192.03,1192.03,1192.03,1192.03,1191.61,5,5960.15,2021-06-16,1,INE134E07349
PFC,N3,1360,1360,1360,1360,1360,1360,1,1360,2021-06-16,1,INE134E07588
PFC,N4,1080,1080,1079.02,1079.51,1079.08,1080,83,89599.8,2021-06-16,4,INE134E07190
PFC,N5,1247,1247,1247,1247,1247,1245,113,140911,2021-06-16,6,INE134E07208
PFC,N7,1440.14,1440.14,1440.14,1440.14,1440.14,1386,11336,16325427.04,2021-06-16,1,INE134E07455
PFC,N8,1447,1447,1442,1444.01,1442,1446.59,248,358116,2021-06-16,13,INE134E07463
PFIZER,EQ,5486.8,5537.85,5425,5457.9,5453,5499.8,27871,152758720.6,2021-06-16,3718,INE182A01018
PFOCUS,BE,62.9,63.7,61.6,62.4,63.6,62.25,12275,768089.8,2021-06-16,141,INE367G01038
PFS,EQ,20.55,21.95,20.15,21.3,21.25,20.3,6707744,142099361.1,2021-06-16,11809,INE560K01014
PGEL,EQ,419.9,429.75,397.2,425.8,424.25,415.4,29525,12279522.65,2021-06-16,1336,INE457L01011
PGHH,EQ,13152,13233.9,13064,13202.95,13200,13152.25,3025,39867968.65,2021-06-16,1454,INE179A01014
PGHL,EQ,5837.95,5838,5794.25,5802.55,5795.05,5806.15,5051,29338850.5,2021-06-16,1465,INE199A01012
PGIL,EQ,228,228,216.5,222.25,216.6,225.65,5127,1152419,2021-06-16,241,INE940H01014
PGINVIT,IV,114,114.78,113.53,113.98,113.9,113.87,959600,109397914,2021-06-16,2155,INE0GGX23010
PHILIPCARB,EQ,235.25,237.25,229.1,230.6,230.7,234.85,638585,148383022.5,2021-06-16,13971,INE602A01023
PHOENIXLTD,EQ,825,828.7,801.15,809.6,802.15,819.4,66293,54130989.9,2021-06-16,8424,INE211B01039
PIDILITIND,EQ,2136,2149.5,2122.25,2131.05,2133,2137.15,240645,514085428.6,2021-06-16,17934,INE318A01026
PIGL,SM,73.5,73.5,69.2,69.2,69.2,70.4,8000,570800,2021-06-16,2,INE557Z01018
PIIND,EQ,2906,2906,2830,2895.1,2895,2882.9,223347,643607284.5,2021-06-16,17359,INE603J01030
PILANIINVS,EQ,2004.95,2004.95,1943.9,1966.7,1970,1944.3,26731,52384331.4,2021-06-16,1895,INE417C01014
PILITA,EQ,9.9,10.35,9.6,9.8,9.85,9.75,10429745,103138352.1,2021-06-16,6042,INE600A01035
PIONDIST,EQ,131.45,133,128,131.15,131.5,131.7,35347,4629820.65,2021-06-16,752,INE889E01010
PIONEEREMB,EQ,56,58.3,54.6,56.15,55.7,56.05,491772,27850069.65,2021-06-16,8434,INE156C01018
PITTIENG,EQ,119.7,126.85,117.7,124.1,122.4,115.35,2099874,260248741.3,2021-06-16,21587,INE450D01021
PKTEA,BE,273.25,273.25,273.25,273.25,273.25,260.25,2127,581202.75,2021-06-16,34,INE431F01018
PLASTIBLEN,EQ,249.5,257.8,248.5,254.7,253.9,247.65,99876,25435399.35,2021-06-16,3327,INE083C01022
PNB,EQ,42.3,42.9,41.6,41.75,41.75,42.4,70156923,2957453576,2021-06-16,82811,INE160A01022
PNBGILTS,EQ,83,88.95,82,86.35,86.2,81.45,4585826,395140908.4,2021-06-16,27879,INE859A01011
PNBHOUSING,BE,699.45,773.05,699.45,714,711,736.25,588919,427818028.6,2021-06-16,15460,INE572E01012
PNC,BE,40.5,42.8,40.5,41.1,41,41.75,20671,852925.25,2021-06-16,147,INE392B01011
PNCINFRA,EQ,249.5,261,248.15,256.9,255.8,246.8,678125,172803407.8,2021-06-16,13574,INE195J01029
PODDARHOUS,EQ,178,184.5,178,179.9,181.75,184.6,7349,1327892.15,2021-06-16,408,INE888B01018
PODDARMENT,EQ,243.75,246,236,239.55,238,242.45,10300,2459065.6,2021-06-16,960,INE371C01013
POKARNA,EQ,400.55,404.8,386,396.9,394.5,402.05,104444,41228143.45,2021-06-16,5218,INE637C01025
POLYCAB,EQ,1870,1926,1855.4,1922.05,1925,1864.65,710365,1349827774,2021-06-16,29451,INE455K01017
POLYMED,EQ,949,965.25,936,943.55,939,945.65,139308,132088370.1,2021-06-16,11356,INE205C01021
POLYPLEX,EQ,1337.95,1351,1315.1,1328.05,1324.9,1333.1,88321,117737493.8,2021-06-16,5961,INE633B01018
PONNIERODE,EQ,225,227.3,220,222.9,223.1,226.3,23288,5206063.65,2021-06-16,1638,INE838E01017
POWERGRID,EQ,246.85,247.5,240.95,242.15,242.25,247.6,17272513,4193434944,2021-06-16,81043,INE752E01010
POWERINDIA,EQ,1818.55,1835.9,1777.05,1803.2,1806.35,1818.55,38980,69981019.6,2021-06-16,3159,INE07Y701011
POWERMECH,EQ,705,718,705,706.9,705,713.7,51616,36753221.4,2021-06-16,3362,INE211R01019
PPAP,EQ,234.95,237,228.3,230,229.75,233.95,38263,8883399.15,2021-06-16,2296,INE095I01015
PPL,EQ,174,175.95,172,172.75,172,175.95,152720,26518853.7,2021-06-16,4999,INE050001010
PRAENG,EQ,12.2,12.9,11.9,12,12,12.2,281645,3431405.5,2021-06-16,773,INE505C01016
PRAJIND,BE,366.25,370,356,359.15,360,366.25,407136,147083764.4,2021-06-16,8973,INE074A01025
PRAKASH,EQ,82.2,82.25,79,79.9,80,82.05,1173606,94041460.2,2021-06-16,7963,INE603A01013
PRAKASHSTL,BE,1.1,1.1,1.05,1.05,1.1,1.1,556212,604765.1,2021-06-16,175,INE696K01024
PRAXIS,EQ,45.45,47.95,44.9,45.1,45.05,46.95,12999,597432.95,2021-06-16,503,INE546Y01022
PRECAM,EQ,72.4,75.8,70.55,72.5,73.05,71.75,1118566,82116178.2,2021-06-16,11537,INE484I01029
PRECOT,EQ,211,221.7,211,221.7,221.7,211.15,80525,17644155.55,2021-06-16,1635,INE283A01014
PRECWIRE,EQ,236.7,241.25,230.1,232.15,231.1,229.75,186090,43963202,2021-06-16,7809,INE372C01029
PREMEXPLN,EQ,142.35,142.4,137.65,139.75,139.85,139.6,23583,3304385.45,2021-06-16,466,INE863B01011
PREMIER,BE,3.85,3.9,3.6,3.9,3.9,3.75,18585,71058.95,2021-06-16,35,INE342A01018
PREMIERPOL,EQ,49.6,50.15,49.2,49.6,49.8,49.9,7424,368258.25,2021-06-16,108,INE309M01012
PRESSMN,EQ,29.4,30,28,28.75,28.65,28.6,165403,4837943.35,2021-06-16,1995,INE980A01023
PRESTIGE,EQ,288.05,292.95,282.25,284.05,283,287.95,457815,131381304.5,2021-06-16,9986,INE811K01011
PRICOLLTD,EQ,95.95,98.8,91.5,96.55,95,95.55,2630216,252164478.9,2021-06-16,16006,INE726V01018
PRIMESECU,EQ,55.65,58.75,55.6,55.8,55.8,56.95,12112,683574.95,2021-06-16,265,INE032B01021
PRINCEPIPE,EQ,706,715.45,703,706.2,705,706.15,150228,106534012.1,2021-06-16,8020,INE689W01016
PRIVISCL,EQ,1110,1144.95,1096.2,1107.3,1100,1096.2,78257,87330055.85,2021-06-16,7230,INE959A01019
PROINDIA,EQ,3.2,3.2,3.2,3.2,3.2,3.05,105,336,2021-06-16,2,INE217G01035
PROZONINTU,BE,46.1,46.1,46.1,46.1,46.1,48.5,98924,4560396.4,2021-06-16,1201,INE195N01013
PRSMJOHNSN,EQ,132.45,134.9,128.95,129.85,130,130.8,818584,107350688.4,2021-06-16,9843,INE010A01011
PSB,EQ,20.1,20.4,19.95,20.1,20.05,20.1,467886,9417724.1,2021-06-16,1401,INE608A01012
PSPPROJECT,EQ,449.8,451.7,436.15,438,439.9,444.05,61861,27267087.15,2021-06-16,2469,INE488V01015
PSUBNKBEES,EQ,27.65,27.7,26.9,26.92,26.91,27.11,577687,15625825.45,2021-06-16,1882,INF204KB16I7
PTC,EQ,107.2,109.5,106.35,108.2,108.05,107.2,3090392,332992959.5,2021-06-16,25078,INE877F01012
PTL,EQ,51.5,53,50.45,50.7,50.6,51.85,269400,13844006.7,2021-06-16,3174,INE034D01031
PULZ,SM,15.35,15.35,15.35,15.35,15.35,16.15,4000,61400,2021-06-16,1,INE335X01014
PUNJABCHEM,EQ,1430,1433.9,1374,1399.1,1390,1404.2,32275,45449148.95,2021-06-16,2586,INE277B01014
PUNJLLOYD,BZ,2.6,2.6,2.45,2.5,2.5,2.5,1470996,3736529.85,2021-06-16,645,INE701B01021
PURVA,EQ,88.3,89.95,86.1,88.3,88.7,87.75,429650,37864695.5,2021-06-16,4952,INE323I01011
PVR,EQ,1459,1465,1436.4,1440.65,1441.95,1454.7,399876,579598176.3,2021-06-16,22823,INE191H01014
QGOLDHALF,EQ,2090,2092,2082,2089,2089,2094.4,307,641352.75,2021-06-16,46,INF082J01010
QNIFTY,EQ,1645,1645,1638,1643,1643,1645,123,201953.73,2021-06-16,19,INF082J01028
QUESS,EQ,815,854,812.05,836.8,840,810.15,255817,215561648.8,2021-06-16,13901,INE615P01015
QUICKHEAL,EQ,254.6,260,248.2,252.2,252.6,254.95,967538,246213997.8,2021-06-16,29897,INE306L01010
RADAAN,EQ,1.5,1.5,1.5,1.5,1.5,1.45,13064,19596,2021-06-16,22,INE874F01027
RADICO,EQ,727,739.7,721.65,732.85,728.3,738.85,327231,238723215.1,2021-06-16,10952,INE944F01028
RADIOCITY,EQ,27.75,28,26.65,27.2,27.2,27.6,4385941,120553938.4,2021-06-16,9334,INE919I01024
RAILTEL,EQ,151,151.2,146.25,147.75,147,150.45,1991533,294882839.8,2021-06-16,21767,INE0DD101019
RAIN,EQ,200,206.8,195.5,198.3,196.9,199.4,14717304,2961774217,2021-06-16,115353,INE855B01025
RAJESHEXPO,EQ,588.3,599.65,587.4,590.9,590.1,588.3,389946,231014888.3,2021-06-16,14900,INE343B01030
RAJMET,EQ,139,145,139,144.95,145,138.6,12617,1821325.6,2021-06-16,129,INE00KV01014
RAJRATAN,EQ,1116.9,1120.05,1092.05,1101.85,1113.3,1108.65,8200,9073492.9,2021-06-16,1481,INE451D01011
RAJRAYON,BZ,0.55,0.55,0.5,0.55,0.55,0.5,2404476,1322275.65,2021-06-16,357,INE533D01024
RAJSREESUG,EQ,26.55,27.9,26.1,26.2,26.6,27.45,77389,2033022.35,2021-06-16,467,INE562B01019
RAJTV,EQ,40.2,40.2,38.95,39,38.95,39.25,10606,415011.85,2021-06-16,126,INE952H01027
RALLIS,EQ,341.85,343.45,336.7,340.1,340.5,340.75,701514,238776053.3,2021-06-16,13809,INE613A01020
RAMANEWS,EQ,20,20.2,19.55,19.65,19.55,20.2,214188,4243223.05,2021-06-16,1111,INE278B01020
RAMASTEEL,EQ,90.95,97.55,90.9,97.55,97.55,88.7,228049,21930400.05,2021-06-16,2816,INE230R01027
RAMCOCEM,EQ,1034.55,1034.65,1015.75,1022.45,1017.9,1024.3,693739,711483886.7,2021-06-16,21056,INE331A01037
RAMCOIND,EQ,270,273,268.55,269.35,269.35,268.4,92187,24955188.4,2021-06-16,2915,INE614A01028
RAMCOSYS,EQ,549.25,557.7,541,543.05,541.9,545.25,90779,49831535.8,2021-06-16,7616,INE246B01019
RAMKY,EQ,142.35,142.35,136.5,141.8,141.95,135.6,758189,107431675.9,2021-06-16,4250,INE874I01013
RANASUG,EQ,23.3,23.7,21.7,21.85,21.75,22.8,8571051,191339126.5,2021-06-16,13687,INE625B01014
RANEENGINE,EQ,316.35,318.95,303.85,308.15,306,317.25,7602,2356118.7,2021-06-16,668,INE222J01013
RANEHOLDIN,EQ,675,690,665.15,674,671,669.7,91570,62080416.3,2021-06-16,4127,INE384A01010
RATNAMANI,EQ,2032,2032,2009,2025.8,2029.45,2032.9,44051,89187789.2,2021-06-16,1327,INE703B01027
RAYMOND,EQ,411.4,413.75,404,405.6,405,411.4,417947,170272708.8,2021-06-16,9618,INE301A01014
RBL,EQ,913,918.25,885,893,892,912.75,7545,6776730.55,2021-06-16,1209,INE244J01017
RBLBANK,EQ,219.8,220,215.1,215.8,215.65,219.55,6010963,1305524619,2021-06-16,36632,INE976G01028
RCF,EQ,82.25,87.35,81.25,85.75,85.4,82.2,19702612,1687456304,2021-06-16,70344,INE027A01015
RCOM,EQ,3.9,3.9,3.9,3.9,3.9,3.75,6680566,26054207.4,2021-06-16,1626,INE330H01018
RECLTD,EQ,156.95,159.95,155.4,156.05,155.5,156.4,6333625,997467322.1,2021-06-16,35188,INE020B01018
RECLTD,N2,1200,1210,1200,1200.01,1200.01,1200.01,50,60150.1,2021-06-16,4,INE020B07GX4
RECLTD,N9,1290,1290,1287,1287.04,1287,1287.05,129,166172.43,2021-06-16,10,INE020B07HS2
RECLTD,NA,1449.99,1449.99,1449.99,1449.99,1449.99,1449.99,1,1449.99,2021-06-16,1,INE020B07HT0
RECLTD,NE,1152,1152,1152,1152,1152,1152,410,472320,2021-06-16,2,INE020B07IF7
RECLTD,NI,1216.98,1216.98,1210,1210,1210,1216.98,156,189726.18,2021-06-16,9,INE020B07GH7
REDINGTON,EQ,270.9,271.4,265.25,267.7,267.85,270.25,278249,74467226.45,2021-06-16,19590,INE891D01026
REFEX,EQ,145.8,145.8,140.25,141.35,142,143.45,87311,12425468.55,2021-06-16,2747,INE056I01017
RELAXO,EQ,1110.15,1110.4,1092.1,1100,1102,1108.8,1199164,1319269145,2021-06-16,7771,INE131B01039
RELCAPITAL,EQ,23.5,23.5,23.5,23.5,23.5,22.4,453854,10665569,2021-06-16,1053,INE013A01015
RELIANCE,EQ,2244.9,2247.05,2205.85,2211.6,2209.55,2250,4982975,11081047107,2021-06-16,163887,INE002A01018
RELIANCEP1,E1,1611,1612.95,1571.7,1576.95,1575,1615.45,729231,1159284737,2021-06-16,28706,IN9002A01032
RELIGARE,EQ,130,136.05,129.5,130.35,131,130.2,1408655,186427668.1,2021-06-16,11192,INE621H01010
RELINFRA,EQ,94.9,96.15,92.2,96.15,96.15,91.6,20371718,1944734381,2021-06-16,61068,INE036A01016
REMSONSIND,EQ,212.95,216,203.25,206.5,207,205.8,17366,3622142.65,2021-06-16,886,INE474C01015
RENUKA,EQ,26.95,27.45,24.85,26.35,26.5,26.15,110134393,2921321520,2021-06-16,108965,INE087H01022
